DATA Act Element,SF-133 Line Number,SF-133 Sub-Line Number,USSGL Acct. (via USSGL Crosswalk File),USSGL Account Title,Begin/End,Debit/ Credit,Reimb Flag,Apport Cat,Auth Type Code,Avail Time,BEA Cat,Borrow Source,Fed/NonFed,Year of BA,PY Adj,Reduction Type,TAS Status,Trans. Code,Fund Type,Financing Account Code,Debit,Credit,Addl. Info.
52 - Amount of Budget Authority Appropriated,1900,1700,425300,Prior-Year Unfilled Customer Orders With Advance - Refunds Paid,E,D/C,,,,,D,,E/F/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,425300,Prior-Year Unfilled Customer Orders With Advance - Refunds Paid,E,D/C,,,,,M,,E/F/N,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,425500,Expenditure Transfers from Trust Funds - Collected,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,425500,Expenditure Transfers from Trust Funds - Collected,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426000,"Actual Collections of ""governmental-type"" Fees",E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426000,"Actual Collections of ""governmental-type"" Fees",E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426100,Actual Collections of Business-Type Fees,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426100,Actual Collections of Business-Type Fees,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426200,Actual Collections of Loan Principal,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426200,Actual Collections of Loan Principal,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426300,Actual Collections of Loan Interest,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426300,Actual Collections of Loan Interest,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426400,Actual Collections of Rent,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426400,Actual Collections of Rent,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426500,Actual Collections From Sale of Foreclosed Property,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426500,Actual Collections From Sale of Foreclosed Property,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426600,Other Actual Business-Type Collections From Non-Federal Sources,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426600,Other Actual Business-Type Collections From Non-Federal Sources,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,426700,"Other Actual ""governmental-type"" Collections From Non-Federal Sources",E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,426700,"Other Actual ""governmental-type"" Collections From Non-Federal Sources",E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,427100,Actual Program Fund Subsidy Collected,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,427100,Actual Program Fund Subsidy Collected,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,427300,Interest Collected From Treasury,E,D/C,,,,,D,,,,X,,U,X/K/N,EG/EP/ER/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,427300,Interest Collected From Treasury,E,D/C,,,,,M,,,,X,,U,X/K/N,EG/EP/ER/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,427300,Interest Collected From Treasury,E,D/C,,,,,M,,,,X,,U,X/K/N,EP/ER,D/G,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,427500,Actual Collections From Liquidating Fund,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,427500,Actual Collections From Liquidating Fund,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,427600,Actual Collections From Financing Fund,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,427600,Actual Collections From Financing Fund,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1700,427700,Other Actual Collections - Federal,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,427700,Other Actual Collections - Federal,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1701,428300,Interest Receivable From Treasury,B,D/C,,,,,D,,,,X,,U/E,X/K/N,EG/EP/ER/TR,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1801,428300,Interest Receivable From Treasury,B,D/C,,,,,M,,,,X,,U/E,X/K/N,EG/EP/ER/TR,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1801,428300,Interest Receivable From Treasury,B,D/C,,,,,M,,,,X,,U/E,X/K/N,EP/ER,D/G,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1701,428300,Interest Receivable From Treasury,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EG/EP/ER/TR,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1801,428300,Interest Receivable From Treasury,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EG/EP/ER/TR,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1801,428300,Interest Receivable From Treasury,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EP/ER,D/G,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1701,428500,Receivable From the Liquidating Fund,B,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1801,428500,Receivable From the Liquidating Fund,B,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1701,428500,Receivable From the Liquidating Fund,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1801,428500,Receivable From the Liquidating Fund,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1701,428600,Receivable From the Financing Fund,B,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1801,428600,Receivable From the Financing Fund,B,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1701,428600,Receivable From the Financing Fund,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1801,428600,Receivable From the Financing Fund,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1701,428700,Other Federal Receivables,B,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1801,428700,Other Federal Receivables,B,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1701,428700,Other Federal Receivables,E,D/C,,,,,D,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1801,428700,Other Federal Receivables,E,D/C,,,,,M,,,,X,,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,D/G/N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1700,429000,Amortization of Investments in U.S. Treasury Zero Coupon Bonds,E,D/C,,,,,D,,,,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1800,429000,Amortization of Investments in U.S. Treasury Zero Coupon Bonds,E,D/C,,,,,M,,,,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1200,437000,Offset to Appropriation Realized for Redemption of Treasury Securities,E,D/C,,,,,,,,,X,,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1132,438200,Temporary Reduction - New Budget Authority,E,D/C,,,P,,D,,,,X,ATB/OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1132,438200,Temporary Reduction - New Budget Authority,E,D/C,,,P,,D,,,,X,SEQ,U,X/K/N,EP/ER,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1174,438200,Temporary Reduction - New Budget Authority,E,D/C,,,D,,D,,,,X,OTR,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1232,438200,Temporary Reduction - New Budget Authority,E,D/C,,,P,,M,,,,X,OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1232,438200,Temporary Reduction - New Budget Authority,E,D/C,,,P,,M,,,,X,SEQ,U,X/K/N,EP,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1273,438200,Temporary Reduction - New Budget Authority,E,D/C,,,D,,M,,,,X,OTR,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1421,438200,Temporary Reduction - New Budget Authority,E,D/C,,,B,,M,F/P/T,,,X,SEQ,U,X/K/N,EP/ER/ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1621,438200,Temporary Reduction - New Budget Authority,E,D/C,,,C,,M,,,,X,SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1723,438200,Temporary Reduction - New Budget Authority,E,D/C,,,S,,D,,,,X,ATB/OTR/SEQ,U,X/K/N,EG,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1723,438200,Temporary Reduction - New Budget Authority,E,D/C,,,S,,D,,,,X,OTR/SEQ,U,X/K/N,EP/ER,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1723,438200,Temporary Reduction - New Budget Authority,E,D/C,,,S,,D,,,,X,SEQ,U,X/K/N,ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1723,438200,Temporary Reduction - New Budget Authority,E,D/C,,,S,,D,,,,X,ATB,U,X/K/N,TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1823,438200,Temporary Reduction - New Budget Authority,E,D/C,,,S,,M,,,,X,OTR/SEQ,U,X/K/N,EG/EP/ER/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1823,438200,Temporary Reduction - New Budget Authority,E,D/C,,,S,,M,,,,X,SEQ,U,X/K/N,ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1133,438300,Temporary Reduction - Prior-Year Balances,E,D/C,,,P,,D,,,,X,OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1133,438300,Temporary Reduction - Prior-Year Balances,E,D/C,,,P,,D,,,,X,SEQ,U,X/K/N,EP/ER,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1232,438300,Temporary Reduction - Prior-Year Balances,E,D/C,,,P,,M,,,,X,OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1723,438300,Temporary Reduction - Prior-Year Balances,E,D/C,,,S,,D,,,,X,OTR/SEQ,U,X/K/N,EP/ER,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1823,438300,Temporary Reduction - Prior-Year Balances,E,D/C,,,S,,M,,,,X,OTR/SEQ,U,X/K/N,EG/EP/ER/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1101,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,P,,D,,,,X,ATB/OTR/XXX,U/E,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1102,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,P,,D,,,,X,SEQ,U/E,X/K/N,EP/ER/ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1171,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,D,,D,,,,X,OTR,U,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1201,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,P,,M,,,,X,ATB/OTR/XXX,U/E,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1203,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,P,,M,,,,X,SEQ,U/E,X/K/N,EP/ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1203,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,P,,M,,,,X,SEQ,E,K/N,EG,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1271,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,D,,M,,,,X,OTR,U,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1400,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,B,,M,F/P/T,,,X,SEQ,U/E,X/K/N,EP/ER/ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1603,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,C,,M,,,,X,SEQ,U,X/K/N,ES/ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1702,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,S,,D,,,,X,OTR/SEQ,U/E,X/K/N,EG/EP/ER,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1702,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,S,,D,,,,X,SEQ,U/E,X/K/N,ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1702,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,S,,D,,,,X,ATB,U/E,X/K/N,TR,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1802,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,S,,M,,,,X,OTR/SEQ,U/E,X/K/N,EG/EP/ER/TR,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1802,438400,Temporary Reduction/Cancellation Returned by Appropriation,B,D/C,,,S,,M,,,,X,SEQ,U/E,X/K/N,ET,N,-,#ERROR!,1
52 - Amount of Budget Authority Appropriated,1900,1101,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,P,,D,,,,X,ATB/OTR/XXX,U/E,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1102,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,P,,D,,,,X,SEQ,U/E,X/K/N,EP/ER/ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1171,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,D,,D,,,,X,OTR,U,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1201,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,P,,M,,,,X,ATB/OTR/XXX,U/E,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1203,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,P,,M,,,,X,SEQ,U/E,X/K/N,EP/ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1203,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,P,,M,,,,X,SEQ,E,K/N,EG,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1271,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,D,,M,,,,X,OTR,U,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1400,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,B,,M,F/P/T,,,X,SEQ,U/E,X/K/N,EP/ER/ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1603,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,C,,M,,,,X,SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1702,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,S,,D,,,,X,OTR/SEQ,U/E,X/K/N,EG/EP/ER,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1702,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,S,,D,,,,X,SEQ,U/E,X/K/N,ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1702,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,S,,D,,,,X,ATB,U/E,X/K/N,TR,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1802,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,S,,M,,,,X,OTR/SEQ,U/E,X/K/N,EG/EP/ER/TR,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1802,438400,Temporary Reduction/Cancellation Returned by Appropriation,E,D/C,,,S,,M,,,,X,SEQ,U/E,X/K/N,ET,N,#ERROR!,-,1
52 - Amount of Budget Authority Appropriated,1900,1132,438700,"Temporary Reduction of Appropriation From Unavailable Receipts, New Budget Authority",E,D/C,,,P,,D,,,,X,ATB/OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1232,438700,"Temporary Reduction of Appropriation From Unavailable Receipts, New Budget Authority",E,D/C,,,P,,M,,,,X,OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1133,438800,"Temporary Reduction of Appropriation From Unavailable Receipts, Prior-Year Balances",E,D/C,,,P,,D,,,,X,OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1232,438800,"Temporary Reduction of Appropriation From Unavailable Receipts, Prior-Year Balances",E,D/C,,,P,,M,,,,X,OTR/SEQ,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1131,439000,Reappropriations - Transfers-Out,E,D/C,,,,,D,,,,X,,E,K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1230,439000,Reappropriations - Transfers-Out,E,D/C,,,,,M,,,,X,,E,K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1100,439100,Adjustments to Indefinite Appropriations,E,D/C,,,,,D,,,,X,,U,X/K/N,EG/EP/ER,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1200,439100,Adjustments to Indefinite Appropriations,E,D/C,,,,,M,,,,X,,U,X/K/N,EG/EP/ER,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1200,439100,Adjustments to Indefinite Appropriations,E,D/C,,,,,M,,,,X,,E,K/N,EG,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1130,439200,Permanent Reduction - New Budget Authority,E,D/C,,,P,,D,,,,X,ATB/OTR/SEQ,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1130,439200,Permanent Reduction - New Budget Authority,E,D/C,,,R,,D,,,,X,OTR,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1173,439200,Permanent Reduction - New Budget Authority,E,D/C,,,D,,D,,,,X,OTR,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1173,439200,Permanent Reduction - New Budget Authority,E,D/C,,,D,,D,,,,X,ATB/SEQ,U,X/K/N,EG,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1230,439200,Permanent Reduction - New Budget Authority,E,D/C,,,P,,M,,,,X,OTR/SEQ,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1230,439200,Permanent Reduction - New Budget Authority,E,D/C,,,R,,M,,,,X,OTR,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1272,439200,Permanent Reduction - New Budget Authority,E,D/C,,,D,,M,,,,X,OTR,U,X/K/N,ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1320,439200,Permanent Reduction - New Budget Authority,E,D/C,,,B,,D,F/P/T,,,X,OTR,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1420,439200,Permanent Reduction - New Budget Authority,E,D/C,,,B,,M,F/P/T,,,X,OTR/SEQ,U,X/K/N,EG,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1420,439200,Permanent Reduction - New Budget Authority,E,D/C,,,B,,M,F/P/T,,,X,OTR,U,X/K/N,EP/ER/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1520,439200,Permanent Reduction - New Budget Authority,E,D/C,,,C,,D,,,,X,ATB/OTR,U,X/K/N,ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1520,439200,Permanent Reduction - New Budget Authority,E,D/C,,,C,,D,,,,X,OTR,U,X/K/N,EG/EP/ER,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1620,439200,Permanent Reduction - New Budget Authority,E,D/C,,,C,,M,,,,X,OTR,U,X/K/N,EG/EP/ER/ES/ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1620,439200,Permanent Reduction - New Budget Authority,E,D/C,,,C,,M,,,,X,ATB,U,X/K/N,ET,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1722,439200,Permanent Reduction - New Budget Authority,E,D/C,,,S,,D,,,,X,OTR,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1822,439200,Permanent Reduction - New Budget Authority,E,D/C,,,S,,M,,,,X,OTR,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1822,439200,Permanent Reduction - New Budget Authority,E,D/C,,,S,,M,,,,X,SEQ,U,X/K/N,EG,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1131,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,B,,D,F/P/T,,,X,OTR,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1131,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,D/P/S,,D,,,,X,SEQ,U,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1131,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,D/P/R/S,,D,,,,X,OTR,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1230,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,D/P/R/S,,M,,,,X,OTR,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
52 - Amount of Budget Authority Appropriated,1900,1230,439300,Permanent Reduction - Prior-Year Balances,E,D/C,,,B,,M,F/P/T,,,X,OTR,U/E,X/K/N,EC/EG/EM/EP/ER/ES/ET/TR,N,#ERROR!,-,
